Genome	Total_ARGs	blaZ	mecA	mecC	Category	Total_Transporters	Max_Bitscore	Min_Bitscore	Mean_Bitscore	Median_Bitscore	Max_E_Value	Min_E_Value	Mean_E_Value	Median_E_Value	Max_Identity	Min_Identity	Mean_Identity	Median_Identity	Max_Length	Min_Length	Mean_Length	Median_Length
GCA_002214665.1_ASM221466v1	12	1	1	0	MRSA	131	1451	50.1	222.458778625954	114	3.06e-06	0	3.02319850649217e-08	3.88e-30	100	25.141	39.895465648855	31.336	710	70	304.06106870229	241
GCA_002310395.1_ASM231039v1	9	0	0	0	MSSA	131	1451	51.2	223.342748091603	114	5.76e-07	0	5.6354236896971e-09	8.58e-30	100	25.235	39.8317480916031	31.25	710	70	305.641221374046	240
GCA_002310435.1_ASM231043v1	9	0	0	0	MSSA	131	1451	51.2	223.319083969466	114	5.76e-07	0	5.63542369007633e-09	8.58e-30	100	25.235	39.8297709923664	31.25	710	70	305.641221374046	240
GCA_002356675.1_ASM235667v1	13	1	1	0	MRSA	134	1451	50.1	220.237313432836	113	2.71e-06	0	2.56003331369406e-08	1.004e-29	100	25.235	39.619276119403	31.106	710	70	303.835820895522	240.5
GCA_002633765.1_ASM263376v1	8	0	0	0	MSSA	137	1423	50.1	215.675182481752	113	2.71e-06	0	2.49953622015589e-08	6.38e-29	100	25.275	39.5799635036496	30.943	728	70	297.759124087591	241
GCA_002633785.1_ASM263378v1	10	1	0	0	MRSA	139	1436	50.1	214.979136690647	112	2.91e-06	0	2.35285152135312e-08	3.7e-29	100	25.052	38.9690791366906	30.802	710	70	299.63309352518	240
GCA_002633805.1_ASM263380v1	12	0	0	0	MSSA	136	1443	50.1	218.805147058824	113.5	2.98e-06	0	2.87827605940709e-08	6.075e-30	100	25.137	39.3612132352941	31.195	728	70	304.522058823529	243
GCA_002633825.1_ASM263382v1	9	1	0	0	MRSA	134	1453	50.1	220.494029850746	114	2.64e-06	0	2.73097167932278e-08	6.075e-30	100	25.14	39.644052238806	31.404	728	70	302.992537313433	240.5
GCA_002633845.1_ASM263384v1	8	0	0	0	MSSA	130	1441	50.4	223.613076923077	115.5	2.02e-06	0	2.14041555119249e-08	3.005e-30	100	25.141	39.8705769230769	31.31	727	70	306.376923076923	242
GCA_002633865.1_ASM263386v1	10	1	0	0	MRSA	135	1445	50.1	219.162962962963	113	2.98e-06	0	2.73394725762466e-08	1.15e-29	100	25.137	39.501037037037	31.25	728	70	303.4	243
GCA_002786465.1_ASM278646v1	9	0	0	0	MSSA	131	1451	51.2	223.414503816794	114	5.76e-07	0	6.18117361336992e-09	4.75e-30	100	25.235	39.818358778626	31.25	710	70	305.664122137405	241
GCA_002786535.1_ASM278653v1	9	1	0	0	MRSA	135	1427	50.1	218.081481481481	112	9.6e-07	0	1.29695418170119e-08	6.38e-29	100	25.083	39.341962962963	31.169	710	70	302.496296296296	242
GCA_002795285.1_ASM279528v1	10	1	1	0	MRSA	138	1453	50.1	215.357971014493	112.5	2.64e-06	0	2.65762362683227e-08	4.54e-29	100	25.137	39.4886014492754	31.5255	728	70	298.86231884058	239.5
GCA_002850395.1_ASM285039v1	9	0	0	0	MSSA	136	1446	50.1	215.889705882353	112.5	3.03e-06	0	2.88966172315779e-08	3.25e-29	100	25.141	39.7001617647059	31.2915	710	70	300.647058823529	244.5
GCA_002895385.1_ASM289538v1	19	1	1	0	MRSA	132	1451	52.4	223.15	115.5	2.44e-07	0	3.13424212689309e-09	7.39e-31	100	25.235	39.7713409090909	31.2855	710	70	304.840909090909	240.5
GCA_002952015.1_ASM295201v1	9	0	0	0	MSSA	135	1446	50.1	217.92	113	3.03e-06	0	2.92291847666266e-08	1.15e-29	100	25.141	39.4024296296296	31.25	710	70	302.859259259259	246
GCA_003010475.1_ASM301047v1	13	1	1	0	MRSA	137	1445	50.1	217.980291970803	113	2.98e-06	0	2.2738779030052e-08	1.15e-29	100	25.137	39.3637518248175	31.14	728	70	302.547445255474	240
GCA_003010875.1_ASM301087v1	11	1	0	0	MRSA	130	1451	50.1	224.603076923077	115	2.71e-06	0	2.66689338426667e-08	2.7285e-30	100	25.141	39.7239846153846	31.206	728	70	309.415384615385	243
GCA_003029645.1_ASM302964v1	17	1	1	0	MRSA	131	1452	50.1	225.041984732824	119	3.03e-06	0	2.54885224021494e-08	4.87e-31	100	25.07	39.7717099236641	30.943	727	70	309.519083969466	246
GCA_003030085.1_ASM303008v1	9	0	0	1	MRSA	136	1436	50.1	217.552941176471	112	2.71e-06	0	2.55727799213969e-08	4.28e-29	100	25.141	39.3300073529412	31.1475	727	70	302.610294117647	240
GCA_003030225.1_ASM303022v1	9	0	0	0	MSSA	137	1446	50.1	216.42700729927	113	3.03e-06	0	2.86875740619018e-08	1.15e-29	100	25.141	39.3239270072993	31.132	710	50	303.693430656934	243
GCA_003031425.1_ASM303142v1	10	1	0	0	MRSA	140	1436	50.1	213.32	112.5	2.91e-06	0	2.33718829666291e-08	2.595e-29	100	25.052	39.6392785714286	31.0655	710	70	295.157142857143	238.5
GCA_003031485.1_ASM303148v1	10	0	1	0	MRSA	134	1445	50.1	220.239552238806	113.5	2.98e-06	0	2.75474096804663e-08	6.075e-30	100	25.137	39.5163731343284	31.195	728	70	304.776119402985	242
GCA_003073415.1_ASM307341v1	10	0	1	0	MRSA	135	1452	51.2	219.178518518519	113	5.76e-07	0	5.47063487825514e-09	1.15e-29	100	25.235	39.6040814814815	31.333	710	70	302.348148148148	240
GCA_003073435.1_ASM307343v1	10	0	1	0	MRSA	135	1452	51.2	219.178518518519	113	5.76e-07	0	5.47063487825514e-09	1.15e-29	100	25.235	39.6040814814815	31.333	710	70	302.348148148148	240
GCA_003073635.1_ASM307363v1	12	1	1	0	MRSA	137	1424	50.1	216.172262773723	112	2.71e-06	0	2.61793941828141e-08	6.38e-29	100	25.275	39.1204817518248	31.068	728	70	299.474452554745	240
GCA_003073655.1_ASM307365v1	15	1	1	0	MRSA	137	1445	50.1	216.459124087591	113	2.98e-06	0	2.46865316262284e-08	7.12e-30	100	25.137	39.7963211678832	31.14	728	70	300.167883211679	241
GCA_003073715.1_ASM307371v1	14	0	1	0	MRSA	136	1445	50.1	218.086764705882	113	2.98e-06	0	2.48680502412653e-08	9.31e-30	100	25.137	39.4049411764706	31.051	728	70	302.558823529412	242
GCA_003073755.1_ASM307375v1	10	1	1	0	MRSA	135	1424	50.1	218.348148148148	113	2.71e-06	0	2.53656226595772e-08	4.97e-29	100	25.275	39.2566	31.068	728	70	301.748148148148	241
GCA_003073775.1_ASM307377v1	11	1	1	0	MRSA	137	1445	50.1	216.967883211679	113	2.98e-06	0	2.69851483502438e-08	1.15e-29	100	25.137	39.4991459854015	31.333	728	70	299.525547445255	241
GCA_003111725.1_ASM311172v1	14	1	1	0	MRSA	137	1452	51.2	217.251094890511	113	5.76e-07	0	6.07567834198168e-09	8.58e-30	100	25.235	39.8021824817518	31.336	710	70	298.664233576642	240
GCA_003185005.1_ASM318500v1	8	0	0	0	MSSA	137	1427	50.1	216.397810218978	112	9.6e-07	0	1.27167371529204e-08	6.38e-29	100	25.083	39.0826788321168	30.943	710	70	303.248175182482	242
GCA_003186105.1_ASM318610v1	9	2	0	0	MRSA	133	1437	50.1	220.324812030075	113	2.98e-06	0	2.52801864350555e-08	5.03e-30	100	25.06	39.8799248120301	31.602	710	38	300.699248120301	241
GCA_003186125.1_ASM318612v1	9	1	0	0	MRSA	132	1435	50.1	220.184090909091	112.5	2.98e-06	0	3.68672173960915e-08	3.765e-29	100	25.21	40.0361742424242	31.579	710	38	300.984848484848	242
GCA_003193665.1_ASM319366v1	12	1	1	0	MRSA	130	1453	50.1	224.050769230769	115	3.06e-06	0	3.04390001277289e-08	2.26e-30	100	25.141	39.8925461538462	31.2765	710	70	306.723076923077	242
GCA_003193705.1_ASM319370v1	17	0	1	0	MRSA	137	1445	50.1	217.194160583942	113	2.98e-06	0	2.56525170247539e-08	7.12e-30	100	25.137	39.2850583941606	30.962	728	70	301.299270072993	240
GCA_003193725.1_ASM319372v1	15	1	1	0	MRSA	137	1452	51.2	217.183941605839	113	5.76e-07	0	7.02580809171127e-09	4.11e-29	100	25.235	39.4230072992701	31.25	710	70	300.970802919708	240
GCA_003193765.1_ASM319376v1	10	1	1	0	MRSA	136	1424	50.1	216.822794117647	112.5	2.71e-06	0	2.51857283756949e-08	6.835e-29	100	25.202	39.2320073529412	31.234	728	70	299.448529411765	240.5
GCA_003193965.1_ASM319396v1	15	1	1	0	MRSA	137	1452	51.2	217.160583941606	113	5.76e-07	0	7.02580809177433e-09	4.11e-29	100	25.235	39.4196861313869	31.25	710	70	300.970802919708	240
GCA_003194005.1_ASM319400v1	15	1	1	0	MRSA	137	1445	50.1	217.043065693431	113	2.98e-06	0	2.71553635868522e-08	1.15e-29	100	25.137	39.4040291970803	31.25	728	70	301.138686131387	241
GCA_003194025.1_ASM319402v1	15	1	1	0	MRSA	136	1445	50.1	218.000735294118	113	2.98e-06	0	2.48680502418433e-08	9.31e-30	100	25.137	39.3932132352941	31.051	728	70	302.558823529412	242
GCA_003203595.1_ASM320359v1	14	1	1	0	MRSA	137	1452	51.2	217.183941605839	113	5.76e-07	0	7.02580809171127e-09	4.11e-29	100	25.235	39.4230072992701	31.25	710	70	300.970802919708	240
GCA_003203615.1_ASM320361v1	15	1	1	0	MRSA	137	1445	50.1	216.457664233577	113	2.98e-06	0	2.71755827211189e-08	7.12e-30	100	25.137	39.8166569343066	31.25	728	70	299.890510948905	241
GCA_003203635.1_ASM320363v1	16	1	1	0	MRSA	136	1445	50.1	218.028676470588	113	2.98e-06	0	2.48675355359609e-08	9.31e-30	100	25.137	39.3945808823529	31.051	728	70	302.558823529412	242
GCA_003203655.1_ASM320365v1	10	1	0	0	MRSA	134	1445	50.1	220.426119402985	113.5	2.98e-06	0	2.75444365471365e-08	6.075e-30	100	25.137	39.4987537313433	31.195	728	70	305.10447761194	243
GCA_003203675.1_ASM320367v1	15	1	1	0	MRSA	137	1445	50.1	216.58102189781	112	2.98e-06	0	2.46857314729437e-08	6.38e-29	100	25.137	39.4485401459854	31.14	728	70	300.153284671533	241
GCA_003264775.1_ASM326477v1	17	1	1	0	MRSA	132	1451	50.8	222.609090909091	115.5	6.24e-07	0	6.0196200616926e-09	2.757e-30	100	25.275	39.7863636363636	31.2915	710	70	304.560606060606	240.5
GCA_003264815.1_ASM326481v1	19	1	1	0	MRSA	133	1451	50.8	222.048872180451	116	6.24e-07	0	5.9688718853375e-09	7.14e-31	100	25.235	39.9254210526316	31.333	710	70	301.93984962406	240
GCA_003288395.1_ASM328839v1	14	1	1	0	MRSA	132	1441	50.4	221.607575757576	113	2.02e-06	0	2.35123721674185e-08	8.04e-30	100	25.141	39.6011363636364	31.106	727	70	305.719696969697	241
GCA_003330905.1_ASM333090v1	15	1	1	0	MRSA	136	1445	50.1	218.007352941176	113	2.98e-06	0	2.7375403183044e-08	9.31e-30	100	25.137	39.4063235294118	31.195	728	70	302.845588235294	242
GCA_003342735.1_ASM334273v1	12	1	1	0	MRSA	132	1451	50.1	220.637121212121	112.5	3.06e-06	0	2.99781706034253e-08	3.765e-29	100	25.141	39.8654772727273	31.3345	710	70	301.901515151515	241
GCA_003342775.1_ASM334277v1	12	2	1	0	MRSA	129	1451	50.1	224.604651162791	114	3.06e-06	0	3.0674961369029e-08	3.88e-30	100	25.141	39.9916201550388	31.333	710	70	305.457364341085	241
GCA_003347055.1_ASM334705v1	10	1	0	0	MRSA	131	1453	50.1	223.258778625954	114	3.06e-06	0	2.88310684257766e-08	3.88e-30	100	25.141	39.8280534351145	31.333	710	70	305.854961832061	241
GCA_003351925.1_ASM335192v1	14	0	1	0	MRSA	136	1445	50.1	217.794852941176	113	2.98e-06	0	2.58834250917259e-08	9.31e-30	100	25.137	39.364	31.051	728	70	301.654411764706	240.5
GCA_003354545.1_ASM335454v1	10	1	0	0	MRSA	138	1447	50.1	214.805797101449	112	2.83e-06	0	4.66048899576969e-08	7.765e-29	100	25.067	39.1810289855072	30.9525	710	70	296.644927536232	239.5
GCA_003354565.1_ASM335456v1	17	1	1	0	MRSA	134	1445	50.1	220.349253731343	113.5	2.98e-06	0	2.74606394378501e-08	6.075e-30	100	25.137	39.5342388059701	31.195	728	70	304.746268656716	246
GCA_003354585.1_ASM335458v1	17	1	1	0	MRSA	134	1445	50.1	220.349253731343	113.5	2.98e-06	0	2.74606394378501e-08	6.075e-30	100	25.137	39.5342388059701	31.195	728	70	304.746268656716	246
GCA_003354605.1_ASM335460v1	9	0	0	0	MSSA	140	1447	50.1	212.355	111	2.83e-06	0	4.59390536739938e-08	4.515e-28	100	25.067	39.0553214285714	30.718	727	70	293.478571428571	237.5
GCA_003354625.1_ASM335462v1	10	1	0	0	MRSA	137	1436	50.1	217.082481751825	113	2.91e-06	0	2.38661596792907e-08	1.49e-29	100	25.052	39.2559635036496	30.962	710	70	300.642335766423	240
GCA_003354645.1_ASM335464v1	9	0	0	0	MSSA	140	1447	50.1	212.355	111	2.83e-06	0	4.59390536739938e-08	4.515e-28	100	25.067	39.0553214285714	30.718	727	70	293.478571428571	237.5
GCA_003354665.1_ASM335466v1	16	0	1	0	MRSA	133	1451	51.2	222.435338345865	114	5e-07	0	4.97925190488962e-09	4.75e-30	100	25.235	39.6733759398496	31.25	710	70	306.293233082707	243
GCA_003354685.1_ASM335468v1	10	1	0	0	MRSA	141	1436	50.1	212.406382978723	112	2.91e-06	0	2.36153008151648e-08	6.38e-29	100	25.052	39.1933120567376	30.962	710	43	295.858156028369	239
GCA_003354705.1_ASM335470v1	17	1	1	0	MRSA	134	1445	50.1	220.349253731343	113.5	2.98e-06	0	2.74606394378501e-08	6.075e-30	100	25.137	39.5342388059701	31.195	728	70	304.746268656716	246
GCA_003354725.1_ASM335472v1	10	1	0	0	MRSA	137	1436	50.1	217.082481751825	113	2.91e-06	0	2.38661596792907e-08	1.49e-29	100	25.052	39.2559635036496	30.962	710	70	300.642335766423	240
GCA_003354745.1_ASM335474v1	10	1	0	0	MRSA	137	1436	50.1	217.082481751825	113	2.91e-06	0	2.38661596792907e-08	1.49e-29	100	25.052	39.2559635036496	30.962	710	70	300.642335766423	240
GCA_003354765.1_ASM335476v1	17	1	1	0	MRSA	134	1445	50.1	220.349253731343	113.5	2.98e-06	0	2.74606394378501e-08	6.075e-30	100	25.137	39.5342388059701	31.195	728	70	304.746268656716	246
GCA_003354785.1_ASM335478v1	10	1	0	0	MRSA	141	1436	50.1	212.39219858156	112	2.91e-06	0	2.36153008151648e-08	6.38e-29	100	25.052	39.1933120567376	30.962	710	43	295.858156028369	239
GCA_003354805.1_ASM335480v1	9	0	0	0	MSSA	131	1451	51.2	223.221374045802	114	5.76e-07	0	5.4759064377974e-09	4.75e-30	100	25.235	39.825679389313	31.25	710	70	305.465648854962	243
GCA_003354865.1_ASM335486v1	10	1	0	0	MRSA	132	1449	50.1	220.983333333333	115	2.98e-06	0	2.77952354540333e-08	2.6825e-30	100	25.235	39.87225	31.2875	710	70	302.363636363636	242
GCA_003354885.1_ASM335488v1	9	0	0	0	MSSA	131	1451	51.2	223.203053435114	114	5.76e-07	0	5.63537208665557e-09	4.75e-30	100	25.235	39.8227786259542	31.25	710	70	304.961832061069	241
GCA_003354905.1_ASM335490v1	10	1	0	0	MRSA	139	1447	50.1	213.98273381295	112	2.83e-06	0	4.79962216846199e-08	9.15e-29	100	25.067	39.1577338129496	31.25	710	70	295.920863309353	239
GCA_003354925.1_ASM335492v1	10	1	0	0	MRSA	132	1449	50.1	220.983333333333	115	2.98e-06	0	2.77952354540333e-08	2.6825e-30	100	25.235	39.87225	31.2875	710	70	302.363636363636	242
GCA_003354945.1_ASM335494v1	17	1	1	0	MRSA	133	1451	51.2	222.435338345865	114	5e-07	0	4.97925190488962e-09	4.75e-30	100	25.235	39.6733759398496	31.25	710	70	306.293233082707	243
GCA_003354965.1_ASM335496v1	17	1	1	0	MRSA	133	1451	51.2	222.435338345865	114	5e-07	0	4.97925190488962e-09	4.75e-30	100	25.235	39.6733759398496	31.25	710	70	306.293233082707	243
GCA_003354985.1_ASM335498v1	17	1	1	0	MRSA	134	1445	50.1	220.349253731343	113.5	2.98e-06	0	2.74606394378501e-08	6.075e-30	100	25.137	39.5342388059701	31.195	728	70	304.746268656716	246
GCA_003394105.1_ASM339410v1	16	1	1	0	MRSA	131	1451	50.8	222.617557251908	116	6.24e-07	0	5.9861052041599e-09	7.64e-31	100	25.235	40.3498244274809	31.333	710	70	302.809160305344	240
GCA_003425545.1_ASM342554v1	12	1	0	0	MRSA	133	1451	50.1	221.706766917293	114	2.71e-06	0	2.58101609688004e-08	4.75e-30	100	25.137	39.6615112781955	31.25	710	70	304.105263157895	240
GCA_003425835.1_ASM342583v1	10	1	0	0	MRSA	133	1451	50.1	221.022556390977	113	2.71e-06	0	2.57928168672957e-08	1.15e-29	100	25.235	39.7557293233083	31.333	710	70	302.646616541353	240
GCA_003425885.1_ASM342588v1	10	1	0	0	MRSA	133	1451	50.1	221.022556390977	113	2.71e-06	0	2.57928168672957e-08	1.15e-29	100	25.235	39.7557293233083	31.333	710	70	302.646616541353	240
GCA_003425915.1_ASM342591v1	12	1	0	0	MRSA	133	1451	50.1	221.706766917293	114	2.71e-06	0	2.58101609688004e-08	4.75e-30	100	25.137	39.6615112781955	31.25	710	70	304.105263157895	240
GCA_003426145.1_ASM342614v1	10	1	0	0	MRSA	133	1451	50.1	221.178947368421	113	2.71e-06	0	3.20559436330118e-08	4.75e-30	100	25.137	39.6814586466165	31.25	710	70	304.466165413534	240
GCA_003431365.1_ASM343136v1	14	0	1	0	MRSA	136	1445	50.1	217.594852941176	113	2.98e-06	0	2.48680502419476e-08	9.31e-30	100	25.137	39.4097132352941	31.051	728	70	301.823529411765	242
GCA_003432345.1_ASM343234v1	19	2	1	0	MRSA	139	1446	50.1	216.362589928058	113	3.03e-06	0	2.81890510215148e-08	1.15e-29	100	25.141	38.9907913669065	30.947	710	70	306.94964028777	250
GCA_003432365.1_ASM343236v1	18	2	1	0	MRSA	139	1446	50.1	216.463309352518	113	3.03e-06	0	2.82575402301479e-08	8.58e-30	100	25.141	38.9762661870504	30.947	710	70	307.064748201439	250
GCA_003573835.1_ASM357383v1	11	1	1	0	MRSA	135	1451	50.1	219.371111111111	113	2.64e-06	0	2.71073996451521e-08	1.15e-29	100	25.14	39.5937037037037	31.472	728	70	301.844444444444	240
GCA_003595405.1_ASM359540v1	16	1	1	0	MRSA	137	1452	51.2	217.192700729927	113	5.76e-07	0	7.03157453696674e-09	4.11e-29	100	25.235	39.4255109489051	31.25	710	70	300.970802919708	240
GCA_003595425.1_ASM359542v1	17	1	1	0	MRSA	136	1452	51.2	217.976470588235	113	5.76e-07	0	7.07746846738562e-09	2.63e-29	100	25.235	39.5047132352941	31.2915	710	70	301.573529411765	240
GCA_003595445.1_ASM359544v1	17	1	1	0	MRSA	136	1452	51.2	217.976470588235	113	5.76e-07	0	7.07746846738562e-09	2.63e-29	100	25.235	39.5047132352941	31.2915	710	70	301.573529411765	240
GCA_003595465.1_ASM359546v1	16	1	1	0	MRSA	137	1452	51.2	217.192700729927	113	5.76e-07	0	7.03157453696674e-09	4.11e-29	100	25.235	39.4255109489051	31.25	710	70	300.970802919708	240
GCA_003595485.1_ASM359548v1	15	1	1	0	MRSA	137	1452	51.2	217.18102189781	113	5.76e-07	0	7.02580811360908e-09	4.11e-29	100	25.235	39.4230072992701	31.25	710	70	300.970802919708	240
GCA_003595505.1_ASM359550v1	17	1	1	0	MRSA	136	1452	51.2	217.976470588235	113	5.76e-07	0	7.07746846738562e-09	2.63e-29	100	25.235	39.5047132352941	31.2915	710	70	301.573529411765	240
GCA_003609895.1_ASM360989v1	9	1	0	0	MRSA	130	1443	50.4	222.765384615385	113	2.24e-06	0	2.85040499399337e-08	8.105e-30	100	25.141	39.8860615384615	31.3345	728	70	304.030769230769	242
GCA_003627835.1_ASM362783v1	8	0	0	0	MSSA	135	1439	50.1	218.415555555556	112	2.71e-06	0	2.29473931142832e-08	2.18e-29	100	25.141	39.3601703703704	30.943	727	70	303.355555555556	240
GCA_003827735.1_ASM382773v1	12	0	1	0	MRSA	140	1428	50.1	206.834285714286	112	2.98e-06	0	2.26410667895642e-08	3.615e-29	100	25.034	41.06855	32.034	727	61	281.692857142857	237
GCA_003827915.1_ASM382791v1	16	1	1	0	MRSA	137	1433	50.1	217.01897810219	113	2.91e-06	0	2.38317029284263e-08	1.49e-29	100	25.052	39.4121094890511	30.943	728	70	302.992700729927	240
GCA_003855575.1_ASM385557v1	9	0	0	0	MSSA	137	1436	50.1	216.825547445255	113	2.67e-06	0	2.20798736370211e-08	1.49e-29	100	25.052	39.6570145985401	30.909	710	70	302.846715328467	240
GCA_003945405.1_ASM394540v1	12	0	0	0	MSSA	134	1445	50.1	219.812686567164	113	2.98e-06	0	2.54191891626379e-08	9.31e-30	100	25.137	39.4446417910448	31.051	728	70	303.402985074627	242
GCA_003945425.1_ASM394542v1	15	0	1	0	MRSA	138	1445	50.1	215.605072463768	112	2.98e-06	0	2.49150121942142e-08	7.765e-29	100	25.137	39.2581449275362	31.051	728	70	300.159420289855	240.5
GCA_003952625.1_ASM395262v1	10	0	0	0	MSSA	134	1453	50.1	219.621641791045	113	2.64e-06	0	2.73631369783248e-08	9.31e-30	100	25.14	39.5756567164179	31.3345	728	70	304.60447761194	242
GCA_003991015.1_ASM399101v1	15	1	1	0	MRSA	136	1445	50.1	218.002205882353	113	2.98e-06	0	2.48680502417554e-08	9.31e-30	100	25.137	39.3837279411765	31.051	728	70	302.544117647059	242
GCA_004026185.1_ASM402618v1	12	1	1	0	MRSA	126	1452	50.1	228.998412698413	119	3.03e-06	0	3.50467329077902e-08	4.34e-31	100	25.07	40.2418888888889	31.0965	727	70	309.944444444444	248
GCA_004118995.1_ASM411899v1	10	0	1	0	MRSA	135	1452	51.2	219.178518518519	113	5.76e-07	0	5.47063487825514e-09	1.15e-29	100	25.235	39.6040814814815	31.333	710	70	302.348148148148	240
GCA_004136235.1_ASM413623v1	11	0	1	0	MRSA	129	1451	51.2	219.531782945736	114	5.76e-07	0	5.72279452210434e-09	4.75e-30	100	25.235	39.5093255813954	30.962	710	70	305.496124031008	241
GCA_004136255.1_ASM413625v1	18	1	1	0	MRSA	132	1451	50.8	220.890909090909	113	6.24e-07	0	5.89944147018417e-09	1.004e-29	100	25.235	40.1182878787879	31.456	710	69	297.787878787879	240
GCA_004136655.1_ASM413665v1	18	2	1	0	MRSA	139	1446	50.1	216.434532374101	113	3.03e-06	0	2.82575402301479e-08	8.58e-30	100	25.141	38.975654676259	30.947	710	70	307.064748201439	250
GCA_004193875.1_ASM419387v1	9	0	0	0	MSSA	131	1449	51.2	223.278625954198	114	5.76e-07	0	5.52486017827885e-09	4.37e-30	100	25.235	39.9217328244275	31.336	710	70	303.656488549618	240
GCA_004193895.1_ASM419389v1	9	0	0	0	MSSA	131	1451	51.2	223.420610687023	114	5.76e-07	0	5.63542366749206e-09	4.75e-30	100	25.235	39.8198778625954	31.25	710	70	305.862595419847	241
GCA_004208595.1_ASM420859v1	15	1	1	0	MRSA	136	1445	50.1	217.983088235294	113	2.98e-06	0	2.73754031830198e-08	9.31e-30	100	25.137	39.4193308823529	31.195	728	70	302.205882352941	242
GCA_004368035.1_ASM436803v1	10	0	1	0	MRSA	137	1453	50.1	215.881751824818	113	2.64e-06	0	2.42026601417604e-08	4.11e-29	100	25.14	39.6799854014599	31.579	728	61	296.70802919708	240
GCA_004421085.1_ASM442108v1	10	1	0	0	MRSA	139	1435	50.1	215.035971223022	112	2.91e-06	0	2.35216806805462e-08	3.7e-29	100	25.052	39.1239424460432	30.943	710	70	298.330935251799	240
GCA_004614295.1_ASM461429v1	10	0	1	0	MRSA	131	1452	51.2	223.409160305344	114	5.76e-07	0	5.64989071260656e-09	4.75e-30	100	25.235	39.7891526717557	31.25	710	70	306.343511450382	243
GCA_004614315.1_ASM461431v1	10	0	1	0	MRSA	135	1452	51.2	219.225925925926	113	5.76e-07	0	5.61359783996032e-09	1.15e-29	100	25.235	39.6093333333333	31.333	710	70	302.348148148148	240
GCA_004771335.1_ASM477133v1	10	1	0	0	MRSA	134	1436	50.1	220.682835820896	114	2.91e-06	0	2.71663632843947e-08	1.86e-29	100	25.052	39.4025597014925	30.9355	728	70	306.925373134328	242
GCA_004771975.1_ASM477197v1	8	0	0	0	MSSA	135	1439	50.1	218.415555555556	112	2.71e-06	0	2.29473931142832e-08	2.18e-29	100	25.141	39.3601703703704	30.943	727	70	303.355555555556	240
GCA_004772055.1_ASM477205v1	8	0	0	0	MSSA	129	1441	50.4	225.103875968992	118	2.02e-06	0	2.15684738457307e-08	1.43e-30	100	25.141	39.8178837209302	31.25	727	70	308.790697674419	243
GCA_004772175.1_ASM477217v1	10	1	0	0	MRSA	132	1454	51.6	221.791666666667	114.5	4.42e-07	0	3.9905061394138e-09	5.885e-30	100	25.108	39.8164924242424	31.3345	727	62	301.515151515152	240.5
GCA_004772215.1_ASM477221v1	9	0	0	0	MSSA	138	1437	50.1	214.702173913043	112.5	2.67e-06	0	3.88912037586698e-08	5.01e-29	100	25.275	39.3941884057971	31.265	728	70	292.731884057971	238.5
GCA_004797195.1_ASM479719v1	8	0	0	0	MSSA	137	1439	50.4	215.612408759124	112	9.95e-07	0	1.47119411975521e-08	1.02e-28	100	25.051	39.2705328467153	31.333	727	70	298.350364963504	240
GCA_005705815.1_ASM570581v1	17	2	1	0	MRSA	131	1445	50.1	223.069465648855	114	2.71e-06	0	2.77594018334451e-08	4.41e-30	100	25.141	39.763465648855	31.22	727	70	305.167938931298	240
GCA_005885975.1_ASM588597v1	14	0	1	0	MRSA	132	1451	51.2	222.544696969697	113.5	5.76e-07	0	7.28966426781408e-09	6.665e-30	100	25.235	39.6583106060606	31.106	710	70	306.477272727273	243
GCA_005889995.1_ASM588999v1	18	2	1	0	MRSA	134	1451	51.2	220.244029850746	113	5.76e-07	0	7.26910875038492e-09	1.004e-29	100	25.235	39.5967462686567	31.106	710	70	303.186567164179	240
GCA_005954685.1_ASM595468v1	15	1	1	0	MRSA	136	1445	50.1	217.983088235294	113	2.98e-06	0	2.73754031830198e-08	9.31e-30	100	25.137	39.4193308823529	31.195	728	70	302.205882352941	242
