arabinose_transporters	galactose_transporters	glucose_transporters	lactose_transporters	mannitol_transporters	mannose_transporters	polysia_transporters	sia_transporters	ribose_transporters	sucrose_transporters
A0A074TIL8	F9ZVI3	A0A0Q3U3X4	A0A0C1JA50	A0A0T7H2F4	A0A084SF88	A0A1Y4P095	A0A347LZK0	A0A011TDM7	A0A0J6ENM8
A0A075K759	G0C9E6	A0A0Q3VFV5	A0A0C1JTA8	A0A0T9LPC9	A0A084SF89	A0A200IK70	A0A348D7N4	A0A014MJL3	A0A0K2LB47
A0A075LGV8	G2J3I0	A0A0Q3WRC5	A0A0C1KHU1	A0A0T9MCE4	A0A084TAJ4	A0A235F377	A0A376DDJ6	A0A014NZG8	A0A0K2ZTH5
A0A075LMM5	G3IYF5	A0A0Q5K019	A0A0C1PPW8	A0A0T9XYH6	A0A084ZU40	A0A239VUY3	A0A376M1Q4	A0A017RRL1	A0A0K2ZYH3
A0A076LMV5	G4CSA4	A0A0Q7SIZ5	A0A0C1WDB9	A0A0U3U761	A0A086ERV7	A0A239ZPJ7	A0A376M2N7	A0A017RVU1	A0A0K3A3P3
A0A076PWY9	G7EHT8	A0A0Q7Z248	A0A0C2B3W4	A0A0V8STV4	A0A086IBK7	A0A240A5E8	A0A377CRG0	A0A021VQV7	A0A0K3A8Q3
A0A078LG42	G7ET09	A0A0Q9Y0E1	A0A0C2JM35	A0A0W0AX82	A0A087KNK5	A0A242A7U7	A0A377MTS6	A0A022GDP0	A0A0K3A9P5
A0A081BNP9	G7G6F0	A0A0R2KA90	A0A0C2NZX3	A0A0W7TXX8	A0A087KNK6	A0A242C2A5	A0A377PBK2	A0A022L8H6	A0A0K3ACN1
A0A081C921	I0KE29	A0A0S2SNL2	A0A0C2VZL3	A0A0X3V7R8	A0A089HMF6	A0A242CU42	A0A377PNU5	A0A022LCW2	A0A0K9H0D7
A0A081RF03	I0QVK5	A0A0S2ZH55	A0A0C3IB64	A0A0X4ECF8	A0A089HNK6	A0A242EKP9	A0A378GN45	A0A031ICY3	A0A0L0LRD4
A0A081RF04	I1E030	A0A0S2ZM34	A0A0C5GD64	A0A0X8JU55	A0A089I3I6	A0A249SKM9	A0A379NFZ3	A0A031IUQ6	A0A0L0LRF2
A0A084A6A1	I2NSD2	A0A0S2ZRL0	A0A0C5X216	A0A126Z8H2	A0A089IPM9	A0A252CD79	A0A379PUU0	A0A031IXE9	A0A0L0LW59
A0A084D814	I4E7L8	A0A0T6U4B7	A0A0D0PIF2	A0A133KYB3	A0A089IQL9	A0A268JUU0	A0A379Q5N6	A0A037ZF26	A0A0M0KK47
A0A084DHX7	I9QJ28	A0A0T9X2B3	A0A0D0PUJ1	A0A133QWM3	A0A089ITH2	A0A285B6E4	A0A379QGL3	A0A037ZIR5	A0A0M2KFS6
A0A084DHX8	I9SBT1	A0A0U2MVP6	A0A0D1JYW7	A0A134DDZ6	A0A089KQ36	A0A288QAP4	A0A379QUL3	A0A059L1Y2	A0A0M3QJB9
A0A084DL07	I9SF86	A0A0U2Q7Y0	A0A0D3VE04	A0A135I4Q3	A0A089L172	A0A2A2W9H8	A0A379RYD6	A0A061LUE0	A0A0M4JZ21
A0A085GCZ4	I9WQ12	A0A0U3PPM0	A0A0D6T8Z5	A0A135PT04	A0A089M1N1	A0A2A3YQK3	A0A379TK63	A0A061LUF4	A0A0M4LXG5
A0A085V115	I9XZL3	A0A0U4E7J5	A0A0D6XPQ9	A0A139R384	A0A089PS04	A0A2A3ZMI4	A0A379XJZ6	A0A061LXG1	A0A0M5JI38
A0A085VBU4	I9YAW9	A0A0U4WH46	A0A0D6XSQ9	A0A143PDG7	A0A089Q1S8	A0A2A9ICA3	A0A379ZQN8	A0A062VVW8	A0A0M5M510
A0A085VJL0	I9YEY9	A0A0U5EXR4	A0A0D7CRB2	A0A147DR96	A0A089Q3E3	A0A2C1Z7R3	A0A380PU87	A0A066TRC6	A0A0M9BME2
A0A086D5M8	I9Z4X2	A0A0V8GIZ3	A0A0D7CTP4	A0A147E0Z5	A0A089Q4F3	A0A2C9XLZ5	A0A381C2G7	A0A066WVE7	A0A0P0QJ33
A0A086MG29	J0DG36	A0A0V8J974	A0A0D7X075	A0A147EY82	A0A089Q818	A0A2D6MYK7	A0A386HCN8	A0A068NKY9	A0A0P7FNE0
A0A086ZQZ7	J0EAB0	A0A0V8JGI0	A0A0E3CN22	A0A147FC40	A0A090KWA7	A0A2E3K7I0	A0A3A3NJI9	A0A069CU13	A0A0Q0YAV9
A0A087A571	J0EGX1	A0A0V8QBJ6	A0A0F0DHE9	A0A154V354	A0A090VHQ3	A0A2E3NEY2	A0A3A5K3Y3	A0A069EWF8	A0A0Q4N772
A0A087DCK7	J0EP52	A0A0V8QEV6	A0A0F0GQ81	A0A159YYI1	A0A090VJP9	A0A2E4FLZ2	A0A3D2B8S8	A0A069F255	A0A0Q7TBP0
A0A087L3E2	J0IK45	A0A0W1AT73	A0A0F0HHG9	A0A159YYM3	A0A090VSJ9	A0A2E4KME3	A0A3E2KSB7	A0A069NFB7	A0A0Q9LBQ9
A0A087M5Q0	J0J8A4	A0A0W2HAB8	A0A0F0HTC3	A0A159YYU9	A0A090VXQ7	A0A2E4QVP6	A0A3F3IYX8	A0A069NHV9	A0A0R1Q9C8
A0A088T4W7	J0JUZ4	A0A0W7U2U4	A0A0F0XL19	A0A160KR84	A0A090VXX3	A0A2E6EJS5	A0A3G2II56	A0A069NNG9	A0A0R1TWN9
A0A088UGS1	J0Q5V9	A0A0X8D464	A0A0F1AC86	A0A162AM86	A0A090W034	A0A2E6ERI5	A0A3G3DTT9	A0A069NZD2	A0A0R1V6X7
A0A088UQX8	J0QNH1	A0A0X8FMX1	A0A0F1AHC6	A0A163EQI2	A0A090W9T2	A0A2E7ANH0	A0A3G5J4L3	A0A069P521	A0A0R1X648
A0A089HM66	J0QYV4	A0A0X8GZB0	A0A0F2DUH3	A0A175RJ45	A0A090WXL6	A0A2E7B2L5	A0A3G5LE90	A0A069P6Q1	A0A0S2ZP66
A0A089HP52	J0S461	A0A0X8H0H8	A0A0F2S7X8	A0A177KCV4	A0A090WY19	A0A2E7BJZ2	A0A3G8S3I8	A0A069PBH4	A0A0S3KFC6
A0A089I772	J0S8W6	A0A0X8LN27	A0A0F2T7D1	A0A177XXG1	A0A090WZZ9	A0A2E7NEX2	A0A3I8FUM2	A0A069PBI3	A0A0T6BKU9
A0A089I7Z9	K2JUV8	A0A0Z8HTI6	A0A0F2T998	A0A178J7F7	A0A090X1M8	A0A2E8E2P1	A0A3J2RLV7	A0A069PMQ2	A0A0T6U3T7
A0A089IBC5	K2KN87	A0A101XV89	A0A0F4I6E2	A0A192CCG1	A0A091BTC9	A0A2E8EUI0	A0A3K9U541	A0A069PTE7	A0A0T9L5G0
A0A089IGT4	K2LF00	A0A109N0B6	A0A0F4JCC5	A0A193LWX9	A0A091BYP8	A0A2E8LHF7	A0A3L5H1I4	A0A071LR23	A0A0T9MGL3
A0A089IJC2	K2LF38	A0A120GNY1	A0A0F4RKQ5	A0A196LAQ7	A0A091FEB7	A0A2G4JM56	A0A3N2EEM8	A0A071M2J2	A0A0U2VHV5
A0A089ILQ0	K2LFR7	A0A120KSC3	A0A0F5MIB3	A0A1A7P5H0	A0A093RWY3	A0A2G6KJF8	A0A3Q9LME5	A0A071M7M7	A0A0V8GDM8
A0A089JAP7	K2LJ81	A0A124DY95	A0A0F5PDI3	A0A1A7PQL3	A0A093TAK4	A0A2H0RXW8	A0A3Q9LU96	A0A071MXC7	A0A0V8JHS5
A0A089KC59	K4KPN9	A0A124JZB5	A0A0F5VY86	A0A1B1BML7	A0A094PSC1	A0A2H1K263	A0A3Q9MM71	A0A072T454	A0A0X1KRY2
A0A089KDE1	L9MV60	A0A127EH43	A0A0F5VYI8	A0A1B7L9R6	A0A094RSU1	A0A2H5F670	A0A3R0B8A9	A0A072T4T6	A0A0X1KT58
A0A089KG26	M4TW54	A0A127VW60	A0A0F5ZYH5	A0A1B9JKV8	A0A094SVD8	A0A2H6K2M5	A0A3R0CGS3	A0A072ZDR7	A0A0X4EXP2
A0A089KG84	M7S790	A0A127W0G9	A0A0F6RHC5	A0A1B9JSI3	A0A094XUV1	A0A2K9IW11	A0A3R0HTE6	A0A073B1L7	A0A0X8H1V3
A0A089KSX0	M7SXV7	A0A132UAD5	A0A0F6RHG3	A0A1B9KSE0	A0A094YUG1	A0A2K9LDB2	A0A3R0MVV7	A0A073K795	A0A0X8KH78
A0A089KU33	M9YC04	A0A132Z0Y1	A0A0F6TXZ5	A0A1B9LE49	A0A094ZJ58	A0A2M6U8U0	A0A3R0Q9I3	A0A073KBB2	A0A102KJP7
A0A089KX67	N4TUN2	A0A133CZH8	A0A0F7BYB5	A0A1B9LHK3	A0A095TEM1	A0A2M8L4I7	A0A3R8Z5K2	A0A074LYS7	A0A107E7H5
A0A089L0E5	O25788	A0A133QKI7	A0A0F7C0A1	A0A1B9LUV7	A0A095USS3	A0A2M9TBG7	A0A3S5G458	A0A074TCQ2	A0A133KVS9
A0A089L6K0	P0AEP2	A0A135I7J5	A0A0F7EHQ8	A0A1B9MBX7	A0A095VK51	A0A2N2PK58	A0A3S5XUI4	A0A075LLC9	A0A133KY11
A0A089L8H5	P0C105	A0A135L6S6	A0A0G3AFQ2	A0A1B9MW53	A0A095X184	A0A2N5WFA2	A0A3S5YNV7	A0A075U4N2	A0A133L0J9
A0A089LJV8	Q084Z5	A0A142CYY1	A0A0G3UIT9	A0A1B9N6V5	A0A095X4E8	A0A2N7E9Q4	A0A3S6F3P5	A0A076ELK0	A0A140DWG1
A0A089PQ12	Q17YN8	A0A142E6H1	A0A0G3UKQ0	A0A1B9NHK2	A0A095X950	A0A2P9IF10	A0A3T0QPR0	A0A078LAD0	A0A142D4J3
A0A089Q1E8	Q2YIJ8	A0A142FY35	A0A0G9LCY0	A0A1B9ZUW0	A0A095YAJ3	A0A2R4GYY8	A0A3T2UQE0	A0A078LDV2	A0A143MLX3
A0A089YSJ1	Q3BV83	A0A142JD52	A0A0G9LEN8	A0A1C3SP59	A0A095ZA43	A0A2U3PJA6	A0A3T2WF52	A0A078LKC2	A0A144USU5
A0A089YTI0	Q482B1	A0A142JD53	A0A0G9LEP9	A0A1C7HQ85	A0A096KPJ8	A0A2V7UIE2	A0A3T2YHF1	A0A081J405	A0A150F453
A0A089Z027	Q59172	A0A142UNZ2	A0A0H0YIG4	A0A1C7W9J0	A0A097B3B8	A0A2V7UK51	A0A3T3EN55	A0A081J5D8	A0A160EUB2
A0A090E360	Q87CB9	A0A143BH37	A0A0H0YJR8	A0A1C7WIZ0	A0A097B3G9	A0A2V7VK83	A0A3T3IH13	A0A081JA59	A0A161PG18
A0A090EMD3	Q8PAH5	A0A143MK37	A0A0H0YKB2	A0A1D2XEB7	A0A097B6V9	A0A2V7W712	A0A3T4K0T3	A0A081LEG4	A0A172T208
A0A090EY40	Q8YB48	A0A143PAN7	A0A0H0YKD5	A0A1D7MQE7	A0A097B6Y0	A0A2V7ZDA0	A0A3T5F1P5	A0A081LEG6	A0A172XC84
A0A090F5B9	Q9K0Q0	A0A150F689	A0A0H0YKD7	A0A1D7XNP8	A0A097B8R9	A0A2V8B935	A0A3T5K329	A0A081MZ74	A0A173W410
A0A090FAE8	Q9PCZ5	A0A150JQJ6	A0A0H1RPJ8	A0A1D7Z1S4	A0A097B9C1	A0A2V8CIQ1	A0A3T7JLA0	A0A081NDJ3	A0A173Y0E9
A0A090FBE0	Q9ZK41	A0A150JRV0	A0A0H3I8M4	A0A1D7Z1W8	A0A097B9M2	A0A2V8F311	A0A3U3WQY1	A0A081NW41	A0A174ZBR8
A0A090FJX4	R6KFW1	A0A150NH68	A0A0H3KAQ1	A0A1D8JX69	A0A097BBJ4	A0A2V8G1C0	A0A3U9T219	A0A081NW43	A0A175VMC6
A0A090FK17	S6D049	A0A151A2D4	A0A0H3KI28	A0A1E2SMK9	A0A097BE52	A0A2V8HMZ4	A0A3V1RMU7	A0A084DEJ8	A0A176TLF0
A0A090FYJ0	S6D4Y7	A0A151A472	A0A0H4CGH9	A0A1E4BJE1	A0A097BFB1	A0A2V9KFU2	A0A3V2FS82	A0A084DGS2	A0A176ZTW2
A0A090G1W4	T1UAR3	A0A151KRU6	A0A0H4KKB8	A0A1E4CA25	A0A097IFS1	A0A2X0R2V7	A0A3V2XJP8	A0A084GP30	A0A177SA16
A0A090GFP4	T2SBY9	A0A151Z177	A0A0H4QGA5	A0A1E4CRX1	A0A097R2S5	A0A2X0SL78	A0A3V3S5C4	A0A084JFJ3	A0A181DE68
A0A090GNK0	V5BFS9	A0A154V4E2	A0A0H4QNT5	A0A1E4ZS88	A0A097R2T2	A0A2X0U2Q9	A0A3V3VFZ5	A0A084JJ81	A0A1B7KNW5
A0A090GSK2	W0V9V2	A0A160INV4	A0A0J2H5Y5	A0A1E5BYV0	A0A098EMU8	A0A2X3EZB0	A0A3V3VML2	A0A084JJW5	A0A1B7L541
A0A090NNE8	W4S1A7	A0A161XLA9	A0A0J4NXK3	A0A1E5MJ66	A0A099I1A2	A0A2X3H1L5	A0A3V3ZG48	A0A084JKL7	A0A1B9JY47
A0A090V2L6	W4SF77	A0A162JGG7	A0A0J5LST7	A0A1F2MCG7	A0A099I254	A0A2X3H9V7	A0A3V4B8U8	A0A084JL95	A0A1C0AC79
A0A093VNS3	W4SK28	A0A163EVH1	A0A0J6CWR2	A0A1F8S7X5	A0A099I306	A0A2X3VVN6	A0A3V4CX00	A0A084JLA7	A0A1C0UJ97
A0A094IIL6	W6RAP8	A0A163KVB6	A0A0J6NW43	A0A1G3M0N0	A0A099I3K1	A0A2X3YJZ4	A0A3V4QJS7	A0A084JM14	A0A1C3SAG0
A0A094S0Q6	X5EHE3	A0A163L072	A0A0J6XWK6	A0A1H8C7I0	A0A099I3X9	A0A2X4U9C3	A0A3V4QYM9	A0A084JMW9	A0A1C7HKR9
A0A095ADV9	A0A014PTJ5	A0A163Q318	A0A0J7ZB89	A0A1J0E6T6	A0A099I4N6	A0A2Z3KH57	A0A3V4R413	A0A084JSG9	A0A1C7HLT2
A0A095QEW3	A0A015W0R6	A0A165WCS3	A0A0J8VTT9	A0A1J7C541	A0A099I4W2	A0A2Z4C1J3	A0A3V4SIW5	A0A084TD96	A0A1C7HND3
A0A095T5H3	A0A015YNC6	A0A165X3V2	A0A0K2E3N0	A0A1J7NXB5	A0A099I4X9	A0A2Z4UCC3	A0A3V5UPE5	A0A084ZR27	A0A1D7Z162
A0A095UF53	A0A016AZF7	A0A165XA13	A0A0K2LEU4	A0A1J8LYG4	A0A099I736	A0A2Z6BUS0	A0A3V5W0C7	A0A084ZR28	A0A1D8JQD1
A0A095V6A8	A0A016GJY4	A0A167CIM8	A0A0K2LEU5	A0A1M2GD24	A0A099I784	A0A350BZF6	A0A3V6A6G3	A0A084ZR29	A0A1E3G401
A0A095VAC9	A0A023BS71	A0A168DCG2	A0A0K4APA0	A0A1M3ENV6	A0A099I7Q7	A0A350JGW7	A0A3V6QZU0	A0A084ZS52	A0A1E4VRB1
A0A095VK65	A0A023D8Y1	A0A169FDE7	A0A0K9FF75	A0A1M3FCM8	A0A099I870	A0A357XZP6	A0A3V7I4F7	A0A084ZS53	A0A1E4X2B8
A0A095VZ75	A0A031HNA2	A0A172ZK08	A0A0K9X8E3	A0A1M3M3H8	A0A099I886	A0A359HHE9	A0A3V7IU12	A0A084ZS54	A0A1E5GYC5
A0A095WG22	A0A031JNC5	A0A173RS50	A0A0L0ACG4	A0A1P8UAC1	A0A099I8H2	A0A366JTR1	A0A3V7PHG4	A0A085A0R7	A0A1E5KYQ1
A0A096HJA7	A0A031JPC1	A0A173UEB2	A0A0L0AUF9	A0A1Q1PJH5	A0A099I8I0	A0A376D1L3	A0A3V7W4P2	A0A085A0R8	A0A1F2M911
A0A097R2F3	A0A031JSA1	A0A173YIQ8	A0A0L0GI55	A0A1Q3LJ43	A0A099I8V6	A0A377KX38	A0A3V8D780	A0A085A8W0	A0A1G0Y9F0
A0A098M9C9	A0A031K3F5	A0A174AVS5	A0A0L0KMB1	A0A1Q3SZQ6	A0A099I8X8	A0A378N0Z3	A0A3V8I145	A0A085EZZ7	A0A1G0ZPK6
A0A098MAV1	A0A059KJL7	A0A174FHC1	A0A0L0LVW1	A0A1Q4A197	A0A099I972	A0A378NDA2	A0A3V8R6M8	A0A085FMM6	A0A1G3LY14
A0A0A0BU73	A0A060PYL7	A0A174G0X2	A0A0L0QN04	A0A1Q4PKT1	A0A099I995	A0A380G7Z4	A0A3V8UYD7	A0A085FN61	A0A1G3MU08
A0A0A0BXQ7	A0A060QCD4	A0A174HPK4	A0A0L0QSR3	A0A1Q4XFQ8	A0A099I9C2	A0A380JJ56	A0A3V8VT81	A0A085FZP7	A0A1G3RED3
A0A0A0D5W3	A0A067Z2P0	A0A174LRJ7	A0A0L0QSX7	A0A1Q5VFX9	A0A099I9R3	A0A380L6B2	A0A3V9E3F2	A0A085FZP8	A0A1G3YHL1
A0A0A0D6U9	A0A069D3P5	A0A175VM46	A0A0L0QUM3	A0A1Q5VJ29	A0A099IA16	A0A380LMZ0	A0A3V9FKW4	A0A085FZP9	A0A1J9TZE3
A0A0A0F194	A0A071M1Y8	A0A176J574	A0A0L1JPL9	A0A1Q5VQV5	A0A099IAK4	A0A380M2T1	A0A3V9NKS1	A0A085G4R1	A0A1K1UMU9
A0A0A0G7N4	A0A075JY37	A0A176J8J3	A0A0L7B703	A0A1Q8D052	A0A099IAR8	A0A380WAG1	A0A3V9PVI7	A0A085G4R2	A0A1L6H9F4
A0A0A1HQ31	A0A075K370	A0A177KIT3	A0A0L7BWW3	A0A1Q8RIU7	A0A099IAT5	A0A387AT59	A0A3V9RX64	A0A085G4R3	A0A1L6ZEE9
A0A0A1MLM3	A0A076NSI8	A0A177LCV6	A0A0L7CCP6	A0A1R0FW05	A0A099IB30	A0A389M5D4	A0A3W0FCY5	A0A085GA55	A0A1L7BFP4
A0A0A1PPT9	A0A077KFJ5	A0A177RC66	A0A0L7D2E3	A0A1R0FYS1	A0A099IB50	A0A399XIY1	A0A3W0MH56	A0A085GE91	A0A1L8MZT6
A0A0A1YSV7	A0A077XYJ8	A0A177SIJ7	A0A0L7THK0	A0A1R2J2R3	A0A099IBF3	A0A3A0CWH6	A0A3W7Z5M4	A0A085GEH6	A0A1N6TGC1
A0A0A1YX52	A0A078LPE5	A0A177ZK64	A0A0L7Y2Q7	A0A1S0ZI96	A0A099IBL8	A0A3A0FYL0	A0A3Y1H7T7	A0A085GEH7	A0A1P8Q1H7
A0A0A1Z092	A0A081RDU2	A0A178J9W2	A0A0L8JCU5	A0A1S0ZLR3	A0A099IBY0	A0A3A9F6R2	A0A3Y3CBA7	A0A085GEH9	A0A1P8TKC4
A0A0A2UUL7	A0A084IJI9	A0A178KAK7	A0A0L8JCW2	A0A1S1A327	A0A099ICC7	A0A3A9FQ73	A0A3Y6QMP1	A0A085GJN4	A0A1Q5V7U8
A0A0A2XW62	A0A084IMN1	A0A178KPB8	A0A0L8LE97	A0A1S1BR92	A0A099ICP5	A0A3C0VDI8	A0A3Y9C2Z9	A0A085GJN5	A0A1Q5VWP3
A0A0A3XJ85	A0A084JV94	A0A178T7R8	A0A0L8LEG5	A0A1S1F613	A0A099ICS3	A0A3C1R128	A0A3Z0CJ18	A0A085GLR3	A0A1Q6XV15
A0A0A3YM99	A0A085FY83	A0A179SUJ8	A0A0L8LR55	A0A1S1HTN6	A0A099ID39	A0A3D1QUQ5	A0A3Z1V0T7	A0A085GLR5	A0A1Q7ATF3
A0A0A4A150	A0A087CTU7	A0A179SZJ2	A0A0L8MP29	A0A1S2CRS5	A0A099VVL5	A0A3D4EHL0	A0A3Z2F889	A0A085GME1	A0A1Q7IA62
A0A0A5QWJ6	A0A087DCX6	A0A191W2L0	A0A0L8N933	A0A1S2H0G6	A0A099VXN2	A0A3D6BL72	A0A3Z2QXD1	A0A085GME2	A0A1Q7SX45
A0A0A6DBT1	A0A087E4W7	A0A192CBH0	A0A0L8N9L6	A0A1S2HH45	A0A099W0V0	A0A3D8TUH9	A0A3Z6EMW7	A0A085JJ66	A0A1Q8D8U6
A0A0A6DHQ8	A0A087PYG5	A0A193KDG3	A0A0M0G8Y3	A0A1S2HVF1	A0A099W435	A0A3E0WIP5	A0A402QAW5	A0A085JJ67	A0A1Q8F4M2
A0A0A6DJB3	A0A089NNG5	A0A1A0RGB0	A0A0M0TAH1	A0A1S2I045	A0A099W548	A0A3Q8SWK5	A0A403D5X6	A0A085U8W1	A0A1Q8UZM3
A0A0A6ZQE5	A0A089PP53	A0A1A7NUK2	A0A0M0X3V4	A0A1S2J2E5	A0A099W5W4	A0A3S4MFA3	A0A403F4J4	A0A086GSW0	A0A1Q9PWK1
A0A0A7I3Q4	A0A089Q161	A0A1A7NX88	A0A0M2EYQ2	A0A1S2JFY1	A0A099W7S1	A0A3S4QJN9	A0A403SP76	A0A086MHG3	A0A1R1H2G6
A0A0B0IKN7	A0A090VXU1	A0A1A7P5D8	A0A0M2GFS7	A0A1S2MQF3	A0A099W8P1	A0A3S4V8M5	A0A403T5W8	A0A086MSF6	A0A1R1JD18
A0A0B0IP44	A0A090VZY3	A0A1A7PRD3	A0A0M2LSZ3	A0A1S7B7C8	A0A099W9H9	A0A401ISN3	A0A411GYZ1	A0A086W7R2	A0A1R1QWQ5
A0A0B1Q287	A0A090WUD9	A0A1A7Q6C5	A0A0M3AYH7	A0A1S7D1R7	A0A099W9L3	A0A401MJK9	A0A418ZFD9	A0A087C7I1	A0A1R1RPT6
A0A0B1R8M0	A0A090WXQ5	A0A1A7Q8L7	A0A0M3H3G1	A0A1S8CL95	A0A099WD60	A0A410WY62	A0A419IUG4	A0A087DDZ4	A0A1S2CYW2
A0A0B1R9Y3	A0A090X642	A0A1A9AZH3	A0A0M3T8Y9	A0A1S8YR36	A0A099WDR8	A0A448BBV7	A0A419NDC3	A0A087E7F5	A0A1S2LK12
A0A0B1RBP5	A0A090X6Y4	A0A1B1E8A3	A0A0M4CXT6	A0A1S8YR42	A0A099WEE7	A0A448T6D4	A0A426WIR8	A0A087K7H6	A0A1S2M2X3
A0A0B1XS56	A0A095AL42	A0A1B1HYZ9	A0A0M4DI23	A0A1S8YTP3	A0A099WH50	A0A449DAX1	A0A427UWJ8	A0A087KUV1	A0A1S2MBP2
A0A0B1XZI9	A0A095C0W4	A0A1B1N1V2	A0A0M4GCX5	A0A1S9JCI7	A0A099WN63	A0A483KE46	A0A428LKD1	A0A087L041	A0A1S2SUN3
A0A0B1Y1C3	A0A095TDY6	A0A1B1S185	A0A0M5IZP0	A0A1V0A1U7	A0A099WNY5	A0A496RRS7	A0A447LK14	A0A087LXQ2	A0A1S2W9A4
A0A0B1YYN0	A0A095VUG3	A0A1B1Z6R1	A0A0M5JHC0	A0A1V2BQZ3	A0A099YAT7	A0A4Q4DK35	A0A447NHN2	A0A087M3S4	A0A1S6QGR9
A0A0B1YZR0	A0A097QYX9	A0A1B2DX98	A0A0M5JS27	A0A1V2M463	A0A0A0IBG5	A0A4R2NJZ7	A0A448SBC0	A0A087M5A6	A0A1U9VPD6
A0A0B1Z773	A0A097R6Q6	A0A1B3PZ94	A0A0M8Q2E4	A0A1V2NQ26	A0A0A0ID03	A0A4R5N8W1	A0A481QJU4	A0A089I4C3	A0A1V2R9N6
A0A0B4SCE1	A0A098BYS7	A0A1B3XIQ7	A0A0M8QN92	A0A1V2R4B8	A0A0A0IEV2	A0A4R5NKU1	A0A482PJF2	A0A089I951	A0A1V3FNL2
A0A0B5DJ29	A0A099CWG1	A0A1B3XNQ1	A0A0M8SI15	A0A1V2SX22	A0A0A0IGU8	A0A4R5NMH4	A0A485ADB2	A0A089INY9	A0A1V8RD71
A0A0B5QNA7	A0A099CY97	A0A1B7KTZ5	A0A0M8SNE4	A0A1V3C4K5	A0A0A1DYK6	A0A4R5VTF8	A0A485CMT3	A0A089IP67	A0A1V9BBE0
A0A0B5QP35	A0A099I672	A0A1B8PFI9	A0A0M8T5Q8	A0A1V3GNC8	A0A0A1GWX2	A0A4R8GIC4	A0A485DI64	A0A089IR37	A0A1W6B589
A0A0B6RI70	A0A099K9U8	A0A1B8QPE6	A0A0M8TXL1	A0A1V3HD37	A0A0A1VTT6	A0A4S4JVE2	A0A495AKY2	A0A089JVU6	A0A1W6WI22
A0A0B6RMD5	A0A099KFJ0	A0A1B8QZ86	A0A0M8U2Q4	A0A1V3J0S1	A0A0A2HHT6	A0A4U9YP75	A0A4C7ABZ3	A0A089LDP7	A0A1W9N8S3
A0A0B7D5W8	A0A099KLE0	A0A1B8T1X5	A0A0M8US46	A0A1V3JG04	A0A0A2R7I9	A0A4U9YYF9	A0A4D6P5X8	A0A089LRK1	A0A1W9P749
A0A0B7DDR8	A0A099KQX9	A0A1B9AA27	A0A0M8UZ34	A0A1V3JUI9	A0A0A2T8T2	A0A4V0GRV0	A0A4P5QAU3	A0A089PH35	A0A1X0WG25
A0A0B7G7Z4	A0A099L0B1	A0A1B9ALL8	A0A0M8UZK7	A0A1V3VH91	A0A0A2XHZ0	A0A4Y3K7W6	A0A4P6WTG5	A0A089PYD6	A0A1X1ELC3
A0A0C1ELI3	A0A099XPH2	A0A1B9JJL7	A0A0M8V6R6	A0A1W6B7C1	A0A0A2XPU5	A0A4Y4F8H2	A0A4P7J5T4	A0A089Q2F8	A0A1X2Z8G8
A0A0C1QSA5	A0A099Y2B2	A0A1B9JTH4	A0A0M8VBA8	A0A1W6H1S2	A0A0A2Y159	A0A4Y7WMR3	A0A4P7TSQ7	A0A089Q412	A0A1X3RWK3
A0A0C1QX64	A0A0A3Z854	A0A1B9K428	A0A0M8W476	A0A1W6L971	A0A0A2Z185	A0A508TY39	A0A4P8C0Q8	A0A090DC80	A0A1X3S3D9
A0A0C2ESX2	A0A0A5SV41	A0A1B9KG42	A0A0M8Y2W6	A0A1W6NHF6	A0A0A2ZU15	A0A511JB07	A0A4P8YJU8	A0A090DDT3	A0A1Y0CSI9
A0A0C2Q643	A0A0A6TK57	A0A1B9KT89	A0A0M8YE17	A0A1X0W9F6	A0A0A3AM36	A0A524BLW2	A0A4P9T8K7	A0A090DE45	A0A1Y0Q4Y4
A0A0C2QI30	A0A0A6Y243	A0A1B9KY83	A0A0M8Z7B8	A0A1X0WF11	A0A0A3HR90	A0A532CI13	A0A4Q8NUR3	A0A090DGB6	A0A1Y1RTK0
A0A0C2QJN3	A0A0B0VZ89	A0A1B9L154	A0A0M9CVA7	A0A1X1CRU0	A0A0A3I9R3	A0A537ZVK4	A0A4Q8P9Q9	A0A090DHD4	A0A1Y4R609
A0A0C2QKA5	A0A0B1QXV9	A0A1B9LDD1	A0A0M9XNA5	A0A1X1CS19	A0A0A3ZA16	A0A543CVL5	A0A4Q8S7I6	A0A090DIC0	A0A1Y4T233
A0A0C2QTJ4	A0A0B7H6G3	A0A1B9LIZ0	A0A0M9Y9M3	A0A1X1DDH3	A0A0A3ZDJ6	A0A552Z5N4	A0A4Q9EPI0	A0A090DMZ0	A0A1Y6GPK1
A0A0C3HYD3	A0A0B7HB94	A0A1B9LW08	A0A0M9YD23	A0A1X1E0S6	A0A0A5GGT9	A0A564K454	A0A4R0G3S4	A0A090DMZ4	A0A1Z3MWL7
A0A0C3IFX8	A0A0B7HFQ2	A0A1B9LZK7	A0A0M9YWJ9	A0A1X1EXQ8	A0A0A5HLX3	A0A564S1Q8	A0A4R3ZIC2	A0A090DPN4	A0A220MRM0
A0A0C3IME4	A0A0B7HKY1	A0A1B9M8P8	A0A0M9ZWY8	A0A1X1EXY8	A0A0A5MJW4	A0A5C0WGI9	A0A4R6E5W7	A0A090DRG8	A0A223MP67
