##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	taxid	species_taxid	organism_name	infraspecific_name	version_status	assembly_level	ftp_path	genome_size	genome_size_ungapped	gc_percent	total_gene_count	protein_coding_gene_count
GCA_003827735.1	PRJNA480363	SAMN09635552	1280	1280	Staphylococcus aureus	strain=ATCC BAA-39	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/827/735/GCA_003827735.1_ASM382773v1	2791218	2791218	33.000000	3031	2465
GCA_900004855.1	PRJEB9500	SAMEA3432862	1280	1280	Staphylococcus aureus	strain=BB155	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/004/855/GCA_900004855.1_BB155	2778079	2778079	33.000000	2672	2528
GCA_001618305.1	PRJNA317948	SAMN04590098	1280	1280	Staphylococcus aureus	strain=RIVM6519	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/305/GCA_001618305.1_ASM161830v1	2793465	2793465	33.000000	2818	2710
GCA_900017775.1	PRJEB12333	SAMEA3733527	1280	1280	Staphylococcus aureus	strain=NZAK3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/017/775/GCA_900017775.1_NZAK3	2857370	2857370	33.000000	0	0
GCA_001611405.1	PRJNA298722	SAMN04166246	1280	1280	Staphylococcus aureus	strain=ST20130938	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/405/GCA_001611405.1_ASM161140v1	2746875	2746875	33.000000	2700	2615
GCA_001640885.1	PRJNA285271	SAMN03742530	1280	1280	Staphylococcus aureus	strain=ZJ5499	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/885/GCA_001640885.1_ASM164088v1	2848095	2848095	33.000000	2898	2775
GCA_001641025.1	PRJNA300829	SAMN04219577	1280	1280	Staphylococcus aureus	strain=V521	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/641/025/GCA_001641025.1_ASM164102v1	3114278	3114278	33.000000	3225	3053
GCA_001641045.1	PRJNA300829	SAMN04219581	1280	1280	Staphylococcus aureus	strain=V605	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/641/045/GCA_001641045.1_ASM164104v1	3132482	3132482	32.500000	3240	3102
GCA_001611385.1	PRJNA298761	SAMN04166545	1280	1280	Staphylococcus aureus	strain=ST20130943	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/385/GCA_001611385.1_ASM161138v1	2767197	2767197	33.000000	2726	2644
GCA_001656045.1	PRJNA321000	SAMN04939716	1280	1280	Staphylococcus aureus	strain=08-02119	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/656/045/GCA_001656045.1_ASM165604v1	2796894	2796894	33.000000	2829	2697
GCA_900092595.1	PRJEB14381	SAMEA4072170	1280	1280	Staphylococcus aureus	na	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/092/595/GCA_900092595.1_Sa_Newman_UoM	2878896	2878896	33.000000	0	0
GCA_003991015.1	PRJNA471840	SAMN09220587	1280	1280	Staphylococcus aureus	strain=USA 100	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/991/015/GCA_003991015.1_ASM399101v1	2788097	2788097	33.000000	2870	2670
GCA_004026185.1	PRJNA498007	SAMN10659755	1280	1280	Staphylococcus aureus	strain=PCFA-221	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/026/185/GCA_004026185.1_ASM402618v1	2775616	2775616	33.000000	0	0
GCA_001656075.1	PRJNA321000	SAMN04939717	1280	1280	Staphylococcus aureus	strain=08-02300	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/656/075/GCA_001656075.1_ASM165607v1	2742807	2742807	33.000000	2756	2624
GCA_001725965.1	PRJNA295337	SAMN04046233	1280	1280	Staphylococcus aureus	strain=FORC_027	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/725/965/GCA_001725965.1_ASM172596v1	2903376	2903376	33.000000	2854	2777
GCA_900096745.1	PRJEB15428	SAMEA4443152	1280	1280	Staphylococcus aureus	strain=AUS0325	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/096/745/GCA_900096745.1_AUS0325	2771577	2771577	33.000000	0	0
GCA_001879545.1	PRJNA301211	SAMN04243988	1280	1280	Staphylococcus aureus	strain=FORC_026	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/879/545/GCA_001879545.1_ASM187954v1	2719261	2719261	33.000000	2499	2421
GCA_001880265.1	PRJNA302097	SAMN04263915	1280	1280	Staphylococcus aureus	strain=SA40TW	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/880/265/GCA_001880265.1_ASM188026v1	2771849	2771849	33.000000	2755	2571
GCA_004193895.1	PRJNA384209	SAMN06830441	1280	1280	Staphylococcus aureus	strain=H489	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/193/895/GCA_004193895.1_ASM419389v1	2757748	2757748	33.000000	2874	2695
GCA_900620255.1	PRJEB29881	SAMEA5099554	1280	1280	Staphylococcus aureus	strain=BPH2986	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/620/255/GCA_900620255.1_BPH2986	2919756	2919756	33.000000	0	0
GCA_004136655.1	PRJNA395641	SAMN07411885	1280	1280	Staphylococcus aureus	strain=S57	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/136/655/GCA_004136655.1_ASM413665v1	2850509	2850509	33.000000	2976	2782
GCA_001887075.1	PRJNA302644	SAMN04276964	1280	1280	Staphylococcus aureus	strain=LA-MRSA ST398	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/075/GCA_001887075.1_ASM188707v1	2841399	2841399	33.000000	2855	2714
GCA_900607275.1	PRJEB29322	SAMEA5047401	1280	1280	Staphylococcus aureus	strain=BPH2070	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/607/275/GCA_900607275.1_BPH2070	2930188	2930188	33.000000	0	0
GCA_900607285.1	PRJEB29322	SAMEA104317636	1280	1280	Staphylococcus aureus	na	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/607/285/GCA_900607285.1_BPH3244	2936184	2936184	33.000000	0	0
GCA_900129335.1	PRJEB18112	SAMEA17757418	1280	1280	Staphylococcus aureus	na	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/335/GCA_900129335.1_PP_HGAG_QV30_2SC_T4	2821874	2821874	33.000000	2723	2577
GCA_001900185.1	PRJNA355085	SAMN06062108	1280	1280	Staphylococcus aureus	strain=HG001	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/185/GCA_001900185.1_ASM190018v1	2819767	2819767	33.000000	0	0
GCA_001956755.1	PRJNA353940	SAMN06200256	1280	1280	Staphylococcus aureus	strain=SJTUF_J27	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/956/755/GCA_001956755.1_ASM195675v1	2804759	2804759	33.000000	2907	2718
GCA_001975005.1	PRJNA354450	SAMN06046111	1280	1280	Staphylococcus aureus	strain=UCI62	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/005/GCA_001975005.1_ASM197500v1	2927237	2927237	33.000000	3083	2898
GCA_001986135.1	PRJNA369164	SAMN06277866	1280	1280	Staphylococcus aureus	strain=SR434	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/135/GCA_001986135.1_ASM198613v1	2839706	2839706	33.000000	2973	2812
GCA_001956815.1	PRJNA260675	SAMN06238073	1280	1280	Staphylococcus aureus	strain=USA300_SUR1	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/956/815/GCA_001956815.1_ASM195681v1	2934971	2934971	33.000000	3029	2930
GCA_001975045.1	PRJNA354449	SAMN06046106	1280	1280	Staphylococcus aureus	strain=UCI 28	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/045/GCA_001975045.1_ASM197504v1	2862577	2862577	33.000000	2986	2816
GCA_900155335.1	PRJEB12552	SAMEA36497668	1280	1280	Staphylococcus aureus	strain=NZ15MR0322	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/335/GCA_900155335.1_NZ15MR0322	2866389	2866389	33.000000	0	0
GCA_002000585.1	PRJNA312385	SAMN04497604	1280	1280	Staphylococcus aureus	strain=USA300-SUR10	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/585/GCA_002000585.1_ASM200058v1	2953985	2953985	33.000000	3053	2939
GCA_002000685.1	PRJNA312385	SAMN04497609	1280	1280	Staphylococcus aureus	strain=USA300-SUR15	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/685/GCA_002000685.1_ASM200068v1	2985088	2985088	32.500000	3095	2984
GCA_002000785.1	PRJNA312385	SAMN04497614	1280	1280	Staphylococcus aureus	strain=USA300-SUR20	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/785/GCA_002000785.1_ASM200078v1	2945638	2945638	33.000000	3047	2937
GCA_004614295.1	PRJNA384204	SAMN06830421	1280	1280	Staphylococcus aureus	strain=C8879	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/614/295/GCA_004614295.1_ASM461429v1	2832897	2832897	33.000000	2972	2816
GCA_002088995.1	PRJNA345240	SAMN05860146	1280	1280	Staphylococcus aureus	strain=C2406	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/088/995/GCA_002088995.1_ASM208899v1	2878854	2878854	33.000000	3030	2874
GCA_002025145.1	PRJNA378149	SAMN06480665	1280	1280	Staphylococcus aureus	strain=ATCC 6538	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/145/GCA_002025145.1_ASM202514v1	2800610	2800610	33.000000	0	0
GCA_002025125.1	PRJNA378150	SAMN06480668	1280	1280	Staphylococcus aureus	strain=08S00974	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/125/GCA_002025125.1_ASM202512v1	2802697	2802697	33.000000	0	0
GCA_002089055.1	PRJNA368923	SAMN06274061	1280	1280	Staphylococcus aureus	strain=GD5	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/089/055/GCA_002089055.1_ASM208905v1	2784749	2784749	33.000000	2858	2672
GCA_002214665.1	PRJNA326817	SAMN05292960	1280	1280	Staphylococcus aureus	strain=FORC_040	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/665/GCA_002214665.1_ASM221466v1	2764958	2764958	33.000000	2606	2528
GCA_002202075.1	PRJNA390063	SAMN07212543	1280	1280	Staphylococcus aureus	strain=Seattle 1945	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/075/GCA_002202075.1_ASM220207v1	2806349	2806349	33.000000	0	0
GCA_002202095.1	PRJNA390063	SAMN07212544	1280	1280	Staphylococcus aureus	strain=Seattle 1945	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/095/GCA_002202095.1_ASM220209v1	2819703	2819703	33.000000	0	0
GCA_002140115.1	PRJNA321478	SAMN04995068	1280	1280	Staphylococcus aureus	strain=FORC_039	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/140/115/GCA_002140115.1_ASM214011v1	2833437	2833437	33.000000	2686	2607
GCA_004797195.1	PRJNA490548	SAMN10039799	1280	1280	Staphylococcus aureus	strain=O82	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/797/195/GCA_004797195.1_ASM479719v1	2761328	2761328	33.000000	2607	2505
GCA_002204575.1	PRJNA315880	SAMN04571756	1280	1280	Staphylococcus aureus	strain=ISU926	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/204/575/GCA_002204575.1_ASM220457v1	2833430	2833430	33.000000	2848	2703
GCA_002204555.1	PRJNA315882	SAMN04571767	1280	1280	Staphylococcus aureus	strain=ISU935	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/204/555/GCA_002204555.1_ASM220455v1	2861508	2861508	33.000000	2889	2753
GCA_002386245.1	PRJNA231221	SAMN07312456	1280	1280	Staphylococcus aureus	strain=FDAARGOS_412	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/386/245/GCA_002386245.1_ASM238624v1	2769588	2769588	33.000000	2870	2731
GCA_002310395.1	PRJNA406184	SAMN07629847	1280	1280	Staphylococcus aureus	strain=Newman_D2C	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/395/GCA_002310395.1_ASM231039v1	2878897	2878897	33.000000	3043	2902
GCA_002633765.1	PRJNA494566	SAMN03763930	1280	1280	Staphylococcus aureus	strain=CFSAN007835	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/633/765/GCA_002633765.1_ASM263376v1	2676924	2676924	33.000000	2664	2517
GCA_002633865.1	PRJNA243331	SAMN03763989	1280	1280	Staphylococcus aureus	strain=CFSAN007894	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/633/865/GCA_002633865.1_ASM263386v1	2757659	2757659	33.000000	2771	2649
GCA_002633805.1	PRJNA494566	SAMN03763945	1280	1280	Staphylococcus aureus	strain=CFSAN007850	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/633/805/GCA_002633805.1_ASM263380v1	2825378	2825378	33.000000	2860	2725
GCA_002633785.1	PRJNA494566	SAMN03763942	1280	1280	Staphylococcus aureus	strain=CFSAN007847	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/633/785/GCA_002633785.1_ASM263378v1	2857060	2857060	33.000000	2889	2738
GCA_002786465.1	PRJNA392813	SAMN07310520	1280	1280	Staphylococcus aureus	strain=EDCC5458	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/465/GCA_002786465.1_ASM278646v1	2848525	2848525	33.000000	2982	2845
GCA_002786535.1	PRJNA392815	SAMN07310553	1280	1280	Staphylococcus aureus	strain=EDCC5464	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/535/GCA_002786535.1_ASM278653v1	2762859	2762859	33.000000	2818	2649
GCA_002795285.1	PRJNA345484	SAMN05864218	1280	1280	Staphylococcus aureus	strain=USA400-0051	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/285/GCA_002795285.1_ASM279528v1	2832530	2832530	33.000000	2631	2473
GCA_001019395.2	PRJNA231221	SAMN03255459	1280	1280	Staphylococcus aureus	strain=NRS484	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/395/GCA_001019395.2_ASM101939v2	2818312	2818312	33.000000	2875	2695
GCA_001019535.2	PRJNA231221	SAMN03255481	1280	1280	Staphylococcus aureus	strain=Mw2	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/535/GCA_001019535.2_ASM101953v2	2819334	2819334	33.000000	2922	2770
GCA_001735655.2	PRJNA321117	SAMN04966146	1280	1280	Staphylococcus aureus	strain=3020.C01	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/735/655/GCA_001735655.2_ASM173565v2	2929940	2929940	32.500000	3073	2914
GCA_000626615.3	PRJNA231221	SAMN02700075	1280	1280	Staphylococcus aureus	strain=FDAARGOS_5	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/615/GCA_000626615.3_ASM62661v3	2810186	2810186	33.000000	2921	2774
GCA_006088835.1	PRJNA451378	SAMN08969227	1280	1280	Staphylococcus aureus	strain=aureus	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/088/835/GCA_006088835.1_ASM608883v1	3003628	3003628	33.000000	2896	2819
GCA_001019415.2	PRJNA231221	SAMN03255463	1280	1280	Staphylococcus aureus	strain=NRS146	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/415/GCA_001019415.2_ASM101941v2	2697471	2697471	33.000000	2780	2640
GCA_001018685.2	PRJNA231221	SAMN03255444	1280	1280	Staphylococcus aureus	strain=TCH 959	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/685/GCA_001018685.2_ASM101868v2	2811767	2811767	33.000000	2948	2798
GCA_001717705.2	PRJNA321120	SAMN04966149	1280	1280	Staphylococcus aureus	strain=1969.N	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/705/GCA_001717705.2_ASM171770v2	2929118	2929118	32.500000	3072	2912
GCA_001717665.2	PRJNA321119	SAMN04966148	1280	1280	Staphylococcus aureus	strain=2148.N	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/665/GCA_001717665.2_ASM171766v2	2752262	2752262	33.000000	2834	2681
GCA_001018725.2	PRJNA231221	SAMN03255449	1280	1280	Staphylococcus aureus	strain=FDAARGOS_10	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/725/GCA_001018725.2_ASM101872v2	2873867	2873867	33.000000	3055	2912
GCA_001558795.2	PRJNA231221	SAMN03996304	1280	1280	Staphylococcus aureus	strain=FDAARGOS_159	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/795/GCA_001558795.2_ASM155879v2	2839176	2839176	33.000000	2957	2789
GCA_001018915.2	PRJNA231221	SAMN03255466	1280	1280	Staphylococcus aureus	strain=NRS133	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/915/GCA_001018915.2_ASM101891v2	2740361	2740361	33.000000	2854	2712
GCA_001018975.2	PRJNA231221	SAMN03255469	1280	1280	Staphylococcus aureus	strain=NRS143	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/975/GCA_001018975.2_ASM101897v2	2861652	2861652	33.000000	2955	2765
GCA_001018845.2	PRJNA231221	SAMN03255460	1280	1280	Staphylococcus aureus	strain=NRS153	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/845/GCA_001018845.2_ASM101884v2	2881244	2881244	33.000000	2992	2788
GCA_001019485.2	PRJNA231221	SAMN03255474	1280	1280	Staphylococcus aureus	strain=NRS120	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/485/GCA_001019485.2_ASM101948v2	2955890	2955890	33.000000	3149	2975
GCA_001019575.2	PRJNA231221	SAMN03255486	1280	1280	Staphylococcus aureus	strain=HPV107	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/575/GCA_001019575.2_ASM101957v2	2901406	2901406	33.000000	3058	2879
GCA_001019275.2	PRJNA231221	SAMN03255446	1280	1280	Staphylococcus aureus	strain=NRS107	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/275/GCA_001019275.2_ASM101927v2	2729076	2729076	33.000000	2814	2667
GCA_001019495.2	PRJNA231221	SAMN03255479	1280	1280	Staphylococcus aureus	strain=FDAARGOS_40	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/495/GCA_001019495.2_ASM101949v2	2889330	2889330	33.000000	3025	2850
GCA_001019255.2	PRJNA231221	SAMN03255441	1280	1280	Staphylococcus aureus	strain=FDAARGOS_1	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/255/GCA_001019255.2_ASM101925v2	2855468	2855468	33.000000	2991	2823
GCA_001183705.3	PRJNA287576	SAMN03787328	1280	1280	Staphylococcus aureus	strain=USA300_2014.C01	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/183/705/GCA_001183705.3_ASM118370v3	2948297	2948297	33.000000	3125	2961
GCA_001717975.3	PRJNA321118	SAMN04966147	1280	1280	Staphylococcus aureus	strain=2148.C01	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/975/GCA_001717975.3_ASM171797v3	2892531	2892531	33.000000	3042	2880
GCA_002952015.1	PRJNA376656	SAMN06689951	1280	1280	Staphylococcus aureus	strain=K5	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/015/GCA_002952015.1_ASM295201v1	2718638	2718638	32.500000	2844	2683
GCA_003010475.1	PRJNA436877	SAMN08634544	1280	1280	Staphylococcus aureus	strain=ST2594	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/010/475/GCA_003010475.1_ASM301047v1	2809023	2809023	32.500000	2922	2764
GCA_003030225.1	PRJNA243331	SAMN08663447	1280	1280	Staphylococcus aureus	strain=CFSAN018750	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/030/225/GCA_003030225.1_ASM303022v1	2719423	2719423	33.000000	2797	2628
GCA_003031285.1	PRJNA411362	SAMN07684573	1280	1280	Staphylococcus aureus	strain=TF3198	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/285/GCA_003031285.1_ASM303128v1	2804030	2804030	32.500000	2911	2755
GCA_003030065.1	PRJNA243331	SAMN08668672	1280	1280	Staphylococcus aureus	strain=CFSAN018749	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/030/065/GCA_003030065.1_ASM303006v1	2918141	2918141	33.000000	3014	2811
GCA_003031425.1	PRJNA494566	SAMN03763991	1280	1280	Staphylococcus aureus	strain=CFSAN007896	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/425/GCA_003031425.1_ASM303142v1	2855675	2855675	33.000000	2967	2766
GCA_003073655.1	PRJNA316321	SAMN07291558	1280	1280	Staphylococcus aureus	strain=AR465	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/655/GCA_003073655.1_ASM307365v1	2938533	2938533	33.000000	2848	2768
GCA_003073755.1	PRJNA316321	SAMN07291557	1280	1280	Staphylococcus aureus	strain=AR464	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/755/GCA_003073755.1_ASM307375v1	2814047	2814047	33.000000	2724	2645
GCA_003073775.1	PRJNA316321	SAMN07291555	1280	1280	Staphylococcus aureus	strain=AR462	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/775/GCA_003073775.1_ASM307377v1	2777202	2777202	33.000000	2619	2539
GCA_006364675.1	PRJNA231221	SAMN11056488	1280	1280	Staphylococcus aureus	strain=FDAARGOS_773	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/364/675/GCA_006364675.1_ASM636467v1	2787057	2787057	33.000000	2829	2692
GCA_006364775.1	PRJNA231221	SAMN11056481	1280	1280	Staphylococcus aureus	strain=FDAARGOS_766	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/364/775/GCA_006364775.1_ASM636477v1	2996300	2996300	33.000000	3108	2911
GCA_003010875.1	PRJNA379058	SAMN06578843	1280	1280	Staphylococcus aureus	strain=FORC59	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/010/875/GCA_003010875.1_ASM301087v1	2742918	2742918	33.000000	2654	2559
GCA_003030085.1	PRJNA243331	SAMN08663436	1280	1280	Staphylococcus aureus	strain=CFSAN064037	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/030/085/GCA_003030085.1_ASM303008v1	2790673	2790673	33.000000	2818	2661
GCA_003111725.1	PRJNA454172	SAMN08999370	1280	1280	Staphylococcus aureus	strain=SVH7513	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/111/725/GCA_003111725.1_ASM311172v1	2945766	2945766	33.000000	3121	2930
GCA_003111745.1	PRJNA454185	SAMN08999457	1280	1280	Staphylococcus aureus	strain=PTDrAP2	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/111/745/GCA_003111745.1_ASM311174v1	2916774	2916774	33.000000	2981	2769
GCA_003186125.1	PRJNA472939	SAMN09253995	1280	1280	Staphylococcus aureus	strain=MOK042	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/186/125/GCA_003186125.1_ASM318612v1	2876138	2876138	33.000000	3006	2813
GCA_003203635.1	PRJNA316321	SAMN04901618	1280	1280	Staphylococcus aureus	strain=AR_0228	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/203/635/GCA_003203635.1_ASM320363v1	2922761	2922761	33.000000	2862	2783
GCA_003073395.1	PRJNA451172	SAMN08963293	1280	1280	Staphylococcus aureus	strain=CIT	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/395/GCA_003073395.1_ASM307339v1	2872769	2872769	33.000000	0	0
